00:00.781  blend            | Read blend: "C:\Users\fukud\Documents\Codex\2026-08-13\referenced-chatgpt-conversation-this-is-an\morrowgear-drone-java\docs\design\carrier-v25\chunkbuster-v25.blend"
16:21:43 | INFO: Blender create Mesh node Cube.454
16:21:43 | INFO: Blender create Mesh node Cube.452
16:21:43 | INFO: Blender create Mesh node Cube.450
16:21:43 | INFO: Blender create Mesh node Cube.448
16:21:43 | INFO: Blender create Mesh node Cube.442
16:21:43 | INFO: Blender create Mesh node Cube.440
16:21:43 | INFO: Blender create Mesh node Cube.446
16:21:43 | INFO: Blender create Mesh node Cube.444
16:21:43 | INFO: Blender create Mesh node GEAR_FixedSocket_1.007
16:21:43 | INFO: Blender create Mesh node GEAR_FixedSocket_1.005
16:21:43 | INFO: Blender create Mesh node GEAR_FixedSocket_-1.007
16:21:43 | INFO: Blender create Mesh node GEAR_FixedSocket_-1.005
16:21:43 | INFO: Blender create Mesh node Cube.434
16:21:43 | INFO: Blender create Mesh node Cube.432
16:21:43 | INFO: Blender create Mesh node Cube.438
16:21:43 | INFO: Blender create Mesh node Cube.436
16:21:43 | INFO: Blender create Mesh node Cube.418
16:21:43 | INFO: Blender create Mesh node Cube.416
16:21:43 | INFO: Blender create Mesh node Cube.422
16:21:43 | INFO: Blender create Mesh node Cube.420
16:21:43 | INFO: Blender create Mesh node Cube.426
16:21:43 | INFO: Blender create Mesh node Cube.424
16:21:43 | INFO: Blender create Mesh node Cube.430
16:21:43 | INFO: Blender create Mesh node Cube.428
16:21:43 | INFO: Blender create Mesh node GEAR_TelescopicStage_1_0.007
16:21:43 | INFO: Blender create Mesh node GEAR_TelescopicStage_1_0.005
16:21:43 | INFO: Blender create Mesh node GEAR_TelescopicStage_1_1.007
16:21:43 | INFO: Blender create Mesh node GEAR_TelescopicStage_1_1.005
16:21:43 | INFO: Blender create Mesh node Cylinder.165
16:21:43 | INFO: Blender create Mesh node Cylinder.163
16:21:43 | INFO: Blender create Mesh node GEAR_TelescopicStage_-1_0.007
16:21:43 | INFO: Blender create Mesh node GEAR_TelescopicStage_-1_0.005
16:21:43 | INFO: Blender create Mesh node GEAR_TelescopicStage_-1_1.007
16:21:43 | INFO: Blender create Mesh node GEAR_TelescopicStage_-1_1.005
